CAS , ringCount
57837-19-1 ,1
57-85-2 ,0
578-54-1 ,1
578-57-4 ,1
578-58-5 ,1
5786-21-0 ,2
578-67-6 ,2
579-10-2 ,1
579-74-8 ,1
579-75-9 ,1
57-97-6 ,4
580-13-2 ,2
580-51-8 ,2
58-08-2 ,2
581-40-8 ,2
581-42-0 ,2
58-15-1 ,2
58-18-4 ,0
581-89-5 ,2
582-16-1 ,2
58-22-0 ,0
58-25-3 ,2
5834-16-2 ,1
583-48-2 ,0
583-53-9 ,1
583-55-1 ,1
583-58-4 ,1
583-60-8 ,0
583-61-9 ,1
58368-66-4 ,0
583-78-8 ,1
58-38-8 ,2
58-40-2 ,2
584-02-1 ,0
584-03-2 ,0
584-84-9 ,1
584-94-1 ,0
585-34-2 ,1
58-55-9 ,2
585-71-7 ,1
585-74-0 ,1
585-76-2 ,1
585-79-5 ,1
586-11-8 ,1
58-61-7 ,2
586-37-8 ,1
586-38-9 ,1
586-62-9 ,0
586-76-5 ,1
586-77-6 ,1
586-78-7 ,1
586-89-0 ,1
586-96-9 ,1
586-98-1 ,1
587-02-0 ,1
587-03-1 ,1
587-04-2 ,1
58-73-1 ,2
587-34-8 ,1
58-74-2 ,3
587-48-4 ,1
5878-19-3 ,0
587-85-9 ,2
5881-17-4 ,0
58821-30-0 ,0
58-85-5 ,0
588-96-5 ,1
58-89-9 ,0
58-90-2 ,1
589-08-2 ,1
589-16-2 ,1
589-18-4 ,1
589-34-4 ,0
58-93-5 ,1
589-35-5 ,0
589-38-8 ,0
589-40-2 ,0
589-43-5 ,0
58-94-6 ,1
589-53-7 ,0
589-55-9 ,0
589-59-3 ,0
589-62-8 ,0
589-63-9 ,0
589-66-2 ,0
58-96-8 ,1
589-81-1 ,0
589-82-2 ,0
589-87-7 ,1
589-92-4 ,0
589-93-5 ,1
589-98-0 ,0
590-01-2 ,0
590-11-4 ,0
590-12-5 ,0
590-35-2 ,0
590-36-3 ,0
590-50-1 ,0
590-66-9 ,0
590-67-0 ,0
590-73-8 ,0
590-86-3 ,0
590-90-9 ,0
590-92-1 ,0
5910-85-0 ,0
5910-87-2 ,0
5910-89-4 ,1
591-17-3 ,1
591-18-4 ,1
591-19-5 ,1
591-20-8 ,1
591-21-9 ,0
591-22-0 ,1
59123-41-0 ,0
591-24-2 ,0
591-27-5 ,1
591-31-1 ,1
591-35-5 ,1
591-47-9 ,0
591-48-0 ,0
591-49-1 ,0
591-50-4 ,1
5915-41-3 ,1
591-68-4 ,0
591-76-4 ,0
591-78-6 ,0
591-87-7 ,0
592-13-2 ,0
5921-73-3 ,0
5921-80-2 ,0
592-20-1 ,0
592-27-8 ,0
592-31-4 ,0
59-23-4 ,0
592-41-6 ,0
592-42-7 ,0
592-44-9 ,0
592-50-7 ,0
592-57-4 ,0
5925-75-7 ,0
592-76-7 ,0
59277-89-3 ,2
592-84-7 ,0
592-88-1 ,0
593-08-8 ,0
593-45-3 ,0
593-49-7 ,0
593-71-5 ,0
593-74-8 ,0
594-20-7 ,0
594-27-4 ,0
594-36-5 ,0
594-39-8 ,0
594-56-9 ,0
594-60-5 ,0
59-46-1 ,1
594-70-7 ,0
594-72-9 ,0
594-82-1 ,0
59-48-3 ,1
59-50-7 ,1
595-37-9 ,0
595-41-5 ,0
595-46-0 ,0
59-63-2 ,2
59-66-5 ,1
59-67-6 ,1
59729-33-8 ,2
5973-71-7 ,1
597-49-9 ,0
597-64-8 ,0
597-76-2 ,0
597-96-6 ,0
598-02-7 ,0
598-38-9 ,0
598-42-5 ,0
598-49-2 ,0
598-50-5 ,0
598-55-0 ,0
5986-55-0 ,0
598-72-1 ,0
598-75-4 ,0
598-78-7 ,0
59-89-2 ,0
598-94-7 ,0
598-98-1 ,0
598-99-2 ,0
599-04-2 ,0
599-69-9 ,1
59973-07-8 ,0
59973-08-9 ,0
600-05-5 ,0
600-14-6 ,0
60-01-5 ,0
6001-87-2 ,0
600-25-9 ,0
600-36-2 ,0
6008-36-2 ,1
60-09-3 ,2
60-12-8 ,1
60145-20-2 ,2
60145-21-3 ,2
60145-22-4 ,2
60145-23-5 ,2
601-77-4 ,0
601-88-7 ,1
601-89-8 ,1
60207-90-1 ,2
60233-24-1 ,2
60233-25-2 ,2
603-11-2 ,1
6032-29-7 ,0
60-33-3 ,0
603-35-0 ,3
60-35-5 ,0
603-76-9 ,2
60415-61-4 ,0
604-53-5 ,4
604-75-1 ,2
6048-82-4 ,1
605-02-7 ,3
60-51-5 ,0
605-45-8 ,1
605-50-5 ,1
605-54-9 ,1
60-56-0 ,1
60-57-1 ,0
606-20-2 ,1
606-23-5 ,1
606-43-9 ,2
6069-98-3 ,0
607-90-9 ,1
607-91-0 ,1
607-99-8 ,1
60-80-0 ,2
608-21-9 ,1
608-27-5 ,1
608-33-3 ,1
608-71-9 ,1
60-87-7 ,2
608-90-2 ,1
608-93-5 ,1
609-14-3 ,0
609-19-8 ,1
609-23-4 ,1
609-26-7 ,0
609-72-3 ,1
609-93-8 ,1
610-15-1 ,1
610-30-0 ,1
610-39-9 ,1
610-40-2 ,1
610-48-0 ,3
610-94-6 ,1
610-96-8 ,1
610-97-9 ,1
611-06-3 ,1
611-13-2 ,1
611-14-3 ,1
611-15-4 ,1
611-19-8 ,1
611-20-1 ,1
611-21-2 ,1
611-32-5 ,2
611-74-5 ,1
6117-91-5 ,0
611-99-4 ,2
612-00-0 ,2
61213-25-0 ,1
612-28-2 ,1
612-41-9 ,1
612-58-8 ,2
612-60-2 ,2
612-71-5 ,4
612-75-9 ,2
612-78-2 ,4
61-28-9 ,1
612-94-2 ,3
6130-75-2 ,1
613-12-7 ,3
613-13-8 ,3
613-15-0 ,3
613-31-0 ,2
613-33-2 ,2
613-48-9 ,1
613-69-4 ,1
613-93-4 ,1
613-94-5 ,1
613-97-8 ,1
614-00-6 ,1
614-17-5 ,1
614-18-6 ,1
6144-93-0 ,0
614-61-9 ,1
614-68-6 ,1
6149-41-3 ,0
614-96-0 ,2
615-36-1 ,1
615-37-2 ,1
615-41-8 ,1
615-42-9 ,1
615-43-0 ,1
615-54-3 ,1
615-58-7 ,1
615-59-8 ,1
615-67-8 ,1
615-74-7 ,1
615-77-0 ,1
6158-45-8 ,2
616-12-6 ,0
6161-67-7 ,1
616-25-1 ,0
6163-64-0 ,0
616-39-7 ,0
616-43-3 ,1
616-44-4 ,1
616-45-5 ,0
616-47-7 ,1
6164-79-0 ,1
616-75-1 ,1
616-86-4 ,1
61-68-7 ,2
617-29-8 ,0
617-50-5 ,0
6175-23-1 ,0
6175-49-1 ,0
617-78-7 ,0
617-84-5 ,0
617-94-7 ,1
61798-70-7 ,2
6180-61-6 ,1
61-82-5 ,1
61827-85-8 ,1
618-36-0 ,1
618-45-1 ,1
618-51-9 ,1
618-62-2 ,1
61869-08-7 ,2
618-71-3 ,1
618-85-9 ,1
618-87-1 ,1
618-89-3 ,1
618-91-7 ,1
618-95-1 ,1
619-01-2 ,0
619-04-5 ,1
619-08-9 ,1
619-21-6 ,1
619-42-1 ,1
619-44-3 ,1
619-45-4 ,1
61949-76-6 ,2
61949-77-7 ,2
619-50-1 ,1
619-57-8 ,1
619-58-9 ,1
619-64-7 ,1
6196-58-3 ,0
619-66-9 ,1
619-73-8 ,1
619-80-7 ,1
619-84-1 ,1
619-86-3 ,1
619-99-8 ,0
620-02-0 ,1
620-05-3 ,1
620-08-6 ,1
620-11-1 ,0
620-14-4 ,1
620-16-6 ,1
62016-75-5 ,0
620-17-7 ,1
620-20-2 ,1
620-22-4 ,1
620-23-5 ,1
620-24-6 ,1
620-47-3 ,2
620-83-7 ,2
62103-66-6 ,0
62126-97-0 ,0
621-27-2 ,1
621-34-1 ,1
621-59-0 ,1
621-64-7 ,0
621-77-2 ,0
622-08-2 ,1
622-24-2 ,1
62-23-7 ,1
622-37-7 ,1
622-39-9 ,1
622-45-7 ,0
622-46-8 ,1
622-47-9 ,1
622-57-1 ,1
622-58-2 ,1
622-62-8 ,1
622-80-0 ,1
622-96-8 ,1
622-97-9 ,1
622-98-0 ,1
623-03-0 ,1
623-05-2 ,1
623-08-5 ,1
623-12-1 ,1
623-17-6 ,1
623-26-7 ,1
623-27-8 ,1
623-36-9 ,0
623-37-0 ,0
623-39-2 ,0
623-42-7 ,0
62346-96-7 ,1
623-50-7 ,0
623-51-8 ,0
623-56-3 ,0
623-59-6 ,0
623-76-7 ,0
623-78-9 ,0
624-16-8 ,0
624-17-9 ,0
624-24-8 ,0
624-29-3 ,0
624-31-7 ,1
624-38-4 ,1
62-44-2 ,1
624-42-0 ,0
624-48-6 ,0
624-54-4 ,0
624-89-5 ,0
624-92-0 ,0
624-95-3 ,0
625-06-9 ,0
625-16-1 ,0
625-23-0 ,0
625-25-2 ,0
625-27-4 ,0
625-31-0 ,0
62-53-3 ,1
625-33-2 ,0
625-38-7 ,0
625-44-5 ,0
625-45-6 ,0
625-50-3 ,0
625-52-5 ,0
625-58-1 ,0
625-60-5 ,0
62-56-6 ,0
625-69-4 ,0
62571-86-2 ,0
625-80-9 ,0
625-84-3 ,1
625-86-5 ,1
625-95-6 ,1
6259-76-3 ,1
625-98-9 ,1
625-99-0 ,1
626-00-6 ,1
626-01-7 ,1
626-02-8 ,1
6261-22-9 ,0
626-17-5 ,1
626-23-3 ,0
6262-51-7 ,0
626-33-5 ,0
626-39-1 ,1
626-55-1 ,1
626-56-2 ,0
626-58-4 ,0
626-60-8 ,1
626-61-9 ,1
626-62-0 ,0
626-67-5 ,0
626-77-7 ,0
626-82-4 ,0
626-89-1 ,0
626-93-7 ,0
626-97-1 ,0
627-03-2 ,0
627-05-4 ,0
627-06-5 ,0
627-08-7 ,0
627-13-4 ,0
627-18-9 ,0
627-27-0 ,0
627-30-5 ,0
627-35-0 ,0
627-39-4 ,0
627-42-9 ,0
627-44-1 ,0
627-45-2 ,0
62-75-9 ,0
627-59-8 ,0
627-90-7 ,0
627-93-0 ,0
62796-65-0 ,2
628-02-4 ,0
628-05-7 ,0
628-17-1 ,0
6281-94-3 ,0
628-28-4 ,0
628-29-5 ,0
628-32-0 ,0
6283-25-6 ,1
628-41-1 ,0
628-51-3 ,0
628-55-7 ,0
628-63-7 ,0
628-71-7 ,0
628-73-9 ,0
628-76-2 ,0
628-80-8 ,0
628-81-9 ,0
628-85-3 ,0
628-92-2 ,0
628-97-7 ,0
628-99-9 ,0
629-03-8 ,0
629-04-9 ,0
6290-49-9 ,0
629-05-0 ,0
629-06-1 ,0
629-08-3 ,0
629-11-8 ,0
629-14-1 ,0
629-19-6 ,0
629-20-9 ,0
629-27-6 ,0
629-30-1 ,0
629-32-3 ,0
629-33-4 ,0
6293-37-4 ,0
629-35-6 ,0
629-41-4 ,0
6294-31-1 ,0
629-45-8 ,0
629-50-5 ,0
629-58-3 ,0
629-59-4 ,0
629-62-9 ,0
629-65-2 ,0
629-66-3 ,0
629-70-9 ,0
629-73-2 ,0
6297-41-2 ,0
6297-42-3 ,0
6297-48-9 ,0
629-76-5 ,0
629-78-7 ,0
629-80-1 ,0
629-82-3 ,0
629-90-3 ,0
629-92-5 ,0
629-93-6 ,0
629-94-7 ,0
629-96-9 ,0
629-97-0 ,0
629-99-2 ,0
630-01-3 ,0
630-02-4 ,0
630-03-5 ,0
630-18-2 ,0
630-19-3 ,0
630-20-6 ,0
6304-89-8 ,1
63-05-8 ,0
63075-06-9 ,1
630-76-2 ,4
6316-30-9 ,1
631-64-1 ,0
632-14-4 ,0
632-22-4 ,0
632-46-2 ,1
63-25-2 ,2
6325-93-5 ,1
634-66-2 ,1
634-89-9 ,1
634-90-2 ,1
634-95-7 ,0
636-28-2 ,1
636-30-6 ,1
636-41-9 ,1
63675-72-9 ,1
636-76-0 ,1
637-07-0 ,1
63-74-1 ,1
637-50-3 ,1
637-59-2 ,1
637-78-5 ,0
6378-65-0 ,0
637-87-6 ,1
637-88-7 ,0
637-92-3 ,0
6379-73-3 ,1
638-00-6 ,1
638-02-8 ,1
638-04-0 ,0
638-11-9 ,0
638-36-8 ,0
638-45-9 ,0
638-46-0 ,0
638-49-3 ,0
638-53-9 ,0
638-59-5 ,0
638-66-4 ,0
638-67-5 ,0
63968-64-9 ,0
64-04-0 ,1
64-10-8 ,1
6418-43-5 ,0
6418-44-6 ,0
642-31-9 ,3
643-58-3 ,2
643-79-8 ,1
643-93-6 ,2
644-08-6 ,2
644-35-9 ,1
6443-92-1 ,0
644-49-5 ,0
645-09-0 ,1
6452-71-7 ,1
645-49-8 ,2
645-56-7 ,1
645-62-5 ,0
646-14-0 ,0
646-19-5 ,0
646-24-2 ,0
646-25-3 ,0
646-30-0 ,0
646-31-1 ,0
64-69-7 ,0
64-77-7 ,1
64902-72-3 ,2
6510-65-2 ,3
65144-02-7 ,0
6521-29-5 ,1
65-45-2 ,1
65-49-6 ,1
65510-44-3 ,2
65510-45-4 ,2
65611-31-6 ,0
65611-32-7 ,0
65611-33-8 ,0
6565-57-7 ,1
65-71-4 ,1
65757-61-1 ,1
65-85-0 ,1
659-70-1 ,0
66000-36-0 ,4
661-11-0 ,0
66-22-8 ,1
6624-57-3 ,0
66-25-1 ,0
6627-55-0 ,1
6627-76-5 ,0
6627-88-9 ,1
6630-33-7 ,1
6639-15-2 ,0
6639-30-1 ,1
66-56-8 ,1
6669-13-2 ,1
66-71-7 ,3
66722-44-9 ,1
6673-35-4 ,1
66-77-3 ,2
670-54-2 ,0
67-20-9 ,1
672-65-1 ,1
6728-26-3 ,0
673-04-1 ,1
6738-23-4 ,1
673-84-7 ,0
67-47-0 ,1
674-76-0 ,0
675-20-7 ,0
67-52-7 ,0
6753-98-6 ,0
67-66-3 ,0
67-68-5 ,0
67-72-1 ,0
6789-88-4 ,1
6790-58-5 ,0
6795-87-5 ,0
6796-33-4 ,1
680-31-9 ,0
68039-26-9 ,0
68-11-1 ,0
68-12-2 ,0
6813-21-4 ,0
68194-04-7 ,2
68194-05-8 ,2
68194-06-9 ,2
68194-07-0 ,2
68194-08-1 ,2
68194-09-2 ,2
68194-10-5 ,2
68194-11-6 ,2
68194-12-7 ,2
68194-13-8 ,2
68194-14-9 ,2
68194-15-0 ,2
68194-16-1 ,2
68194-17-2 ,2
68-22-4 ,0
68-35-9 ,2
68384-16-7 ,2
68-41-7 ,0
68443-63-0 ,0
6846-50-0 ,0
685-91-6 ,0
6863-58-7 ,0
6876-13-7 ,0
6876-23-9 ,0
6881-94-3 ,0
688-74-4 ,0
68-88-2 ,2
689-12-3 ,0
68-94-0 ,2
691-37-2 ,0
691-38-3 ,0
6915-15-7 ,0
6920-22-5 ,0
693-02-7 ,0
693-09-4 ,0
6931-16-4 ,2
693-54-9 ,0
693-58-3 ,0
6936-40-9 ,1
693-65-2 ,0
693-67-4 ,0
693-89-0 ,0
6940-78-9 ,0
694-52-0 ,1
694-59-7 ,1
694-80-4 ,1
694-83-7 ,0
694-85-9 ,1
694-91-7 ,0
695-06-7 ,0
695-12-5 ,0
695-98-7 ,1
696-29-7 ,0
696-30-0 ,1
696-44-6 ,1
69-65-8 ,0
696-59-3 ,0
696-62-8 ,1
696-71-9 ,0
6969-90-0 ,1
69-72-7 ,1
6975-98-0 ,0
697-82-5 ,1
69782-90-7 ,2
69782-91-8 ,2
698-71-5 ,1
69-89-6 ,2
700-12-9 ,1
700-38-9 ,1
7005-72-3 ,2
700-58-3 ,0
70-11-1 ,1
7012-37-5 ,2
701-34-8 ,1
70-34-8 ,1
70362-41-3 ,2
70362-45-7 ,2
70362-46-8 ,2
70362-47-9 ,2
70362-50-4 ,2
70424-70-3 ,2
7045-71-8 ,0
70458-96-7 ,2
70-55-3 ,1
706-14-9 ,0
706-31-0 ,0
7068-83-9 ,0
70688-47-0 ,0
70-70-2 ,1
7087-68-5 ,0
71125-38-7 ,2
7116-95-2 ,2
712-50-5 ,1
71-30-7 ,1
7132-64-1 ,0
713-36-0 ,2
71-36-3 ,0
713-68-8 ,2
71-41-0 ,0
71-43-2 ,1
7145-20-2 ,0
7146-60-3 ,0
7151-68-0 ,1
7154-79-2 ,0
71-55-6 ,0
716-53-0 ,3
717-74-8 ,1
71963-77-4 ,0
719-79-9 ,2
72-14-0 ,2
721-50-6 ,1
72-20-8 ,0
723-46-6 ,2
723-62-6 ,3
7239-24-9 ,0
72-43-5 ,2
72-48-0 ,2
72490-01-8 ,2
72509-76-3 ,1
72-54-8 ,2
72-55-9 ,2
72-56-0 ,2
72-63-9 ,0
72-69-5 ,2
72-80-0 ,2
7287-19-6 ,1
7289-52-3 ,0
72937-55-4 ,1
7295-76-3 ,1
729-81-7 ,1
7299-91-4 ,0
729-99-7 ,2
7307-02-0 ,0
7307-55-3 ,0
7309-43-5 ,0
7318-67-4 ,0
7319-00-8 ,0
73209-42-4 ,1
73-24-5 ,2
73-31-4 ,2
7336-27-8 ,0
73-40-5 ,2
73575-52-7 ,2
73575-53-8 ,2
73575-54-9 ,2
73575-55-0 ,2
73575-56-1 ,2
73575-57-2 ,2
7359-72-0 ,1
7364-19-4 ,1
7372-88-5 ,3
7373-13-9 ,0
7385-78-6 ,0
738-70-5 ,2
7397-06-0 ,1
739-71-9 ,2
7400-08-0 ,1
74082-06-7 ,0
74-11-3 ,1
7421-93-4 ,0
74304-03-3 ,1
74338-23-1 ,2
74338-24-2 ,2
74339-49-4 ,0
74339-50-7 ,0
74339-53-0 ,0
74339-54-1 ,0
74472-33-6 ,2
74472-35-8 ,2
74472-37-0 ,2
74472-38-1 ,2
74472-42-7 ,2
74472-43-8 ,2
74472-44-9 ,2
74472-46-1 ,2
74472-47-2 ,2
74472-49-4 ,2
74472-51-8 ,2
74472-52-9 ,2
74472-53-0 ,2
74487-85-7 ,2
7452-79-1 ,0
7487-94-7 ,0
74-95-3 ,0
74-97-5 ,0
75-03-6 ,0
75-11-6 ,0
75-12-7 ,0
75128-73-3 ,2
75-15-0 ,0
75-25-2 ,0
75-26-3 ,0
75-27-4 ,0
75-30-9 ,0
75-33-2 ,0
754-10-9 ,0
75-47-8 ,0
7553-56-2 ,0
7554-65-6 ,1
75-62-7 ,0
75-64-9 ,0
75-66-1 ,0
756-79-6 ,0
75695-93-1 ,2
75-75-2 ,0
75-83-2 ,0
75-84-3 ,0
75-85-4 ,0
75-87-6 ,0
758-96-3 ,0
75-91-2 ,0
75-96-7 ,0
75-97-8 ,0
75-98-9 ,0
76-00-6 ,0
76-01-7 ,0
760-20-3 ,0
760-21-4 ,0
76-03-9 ,0
76-06-2 ,0
7611-86-1 ,0
7611-87-2 ,0
76-11-9 ,0
76-12-0 ,0
761-65-9 ,0
76-17-5 ,0
76-22-2 ,0
762-62-9 ,0
762-75-4 ,0
762-84-5 ,0
76291-19-5 ,1
763-29-1 ,0
76-38-0 ,0
764-01-2 ,0
7642-15-1 ,0
76-42-6 ,1
764-35-2 ,0
76-44-8 ,0
764-60-3 ,0
764-84-1 ,0
76-49-3 ,0
764-93-2 ,0
765-03-7 ,0
765-04-8 ,0
765-09-3 ,0
765-43-5 ,0
76-57-3 ,1
766-05-2 ,0
766-09-6 ,0
7661-39-4 ,2
7661-55-4 ,2
766-51-8 ,1
76674-21-0 ,3
766-84-7 ,1
767-00-0 ,1
76738-62-0 ,2
76-74-4 ,0
76-75-5 ,0
767-58-8 ,1
767-59-9 ,1
767-60-2 ,1
76824-35-6 ,1
76-84-6 ,3
7688-21-3 ,0
768-90-1 ,0
768-94-5 ,0
768-95-6 ,0
76-93-7 ,2
769-39-1 ,1
77078-18-3 ,0
77-10-1 ,1
771-56-2 ,1
771-61-9 ,1
771-99-3 ,1
7726-95-6 ,0
77-27-0 ,0
77-36-1 ,2
77-37-2 ,1
773-76-2 ,2
77-47-4 ,0
77-53-2 ,0
776-35-2 ,2
77-65-6 ,0
77-67-8 ,0
77-73-6 ,0
7774-29-0 ,0
77-74-7 ,0
77-76-9 ,0
77-78-1 ,0
77-83-8 ,1
77-86-1 ,0
7786-34-7 ,0
7786-61-0 ,1
7789-47-1 ,0
779-02-2 ,3
77-92-9 ,0
77-93-0 ,0
78-00-2 ,0
78-11-5 ,0
781-43-1 ,3
78-30-8 ,3
78-32-0 ,3
78-40-0 ,0
78-44-4 ,0
78-59-1 ,0
78-69-3 ,0
78-70-6 ,0
78755-81-4 ,2
78-76-2 ,0
78-77-3 ,0
78-81-9 ,0
78-82-0 ,0
78-83-1 ,0
78-86-4 ,0
78-87-5 ,0
78-90-0 ,0
789-02-6 ,2
78-92-2 ,0
78-95-5 ,0
79-00-5 ,0
79-01-6 ,0
79-04-9 ,0
79-05-0 ,0
79-08-3 ,0
79-11-8 ,0
791-28-6 ,3
79-14-1 ,0
79-16-3 ,0
79-24-3 ,0
79-27-6 ,0
79-29-8 ,0
79-31-2 ,0
79-34-5 ,0
79-41-4 ,0
79-43-6 ,0
79-46-9 ,0
79617-96-2 ,2
79-77-6 ,0
79-92-5 ,0
79-94-7 ,2
79983-71-4 ,2
80-05-7 ,2
80-07-9 ,2
80-08-0 ,2
80-26-2 ,0
80-35-3 ,2
80-46-6 ,1
80-54-6 ,1
80-56-8 ,0
80-58-0 ,0
80-62-6 ,0
81-15-2 ,1
81-20-9 ,1
814-67-5 ,0
814-78-8 ,0
815-24-7 ,0
816-11-5 ,0
816-19-3 ,0
816-79-5 ,0
81-81-2 ,3
818-38-2 ,0
821-07-8 ,0
821-08-9 ,0
821-09-0 ,0
821-55-6 ,0
821-95-4 ,0
822-06-0 ,0
822-13-9 ,0
822-20-8 ,0
822-23-1 ,0
822-24-2 ,0
822-50-4 ,0
822-67-3 ,0
822-87-7 ,0
823-04-1 ,1
823-09-6 ,1
823-76-7 ,0
82410-32-0 ,2
824-22-6 ,1
82-44-0 ,2
824-63-5 ,1
824-75-9 ,1
82558-50-7 ,2
82626-48-0 ,3
826-77-7 ,2
826-81-3 ,2
82-68-8 ,1
828-51-3 ,0
829-26-5 ,2
830-13-7 ,0
83015-26-3 ,2
83-07-8 ,2
830-96-6 ,2
831-61-8 ,1
831-82-3 ,2
832-10-0 ,0
832-64-4 ,3
832-69-9 ,3
832-71-3 ,3
83-32-9 ,2
83-34-1 ,2
833-48-7 ,2
83-38-5 ,1
83-41-0 ,1
834-12-8 ,1
83-42-1 ,1
835-31-4 ,2
83-56-7 ,2
83-67-0 ,2
83-73-8 ,2
84057-84-1 ,2
84057-95-4 ,1
841-06-5 ,1
84-11-7 ,2
84-15-1 ,3
84-16-2 ,2
84-17-3 ,2
84-22-0 ,1
84-51-5 ,2
84-54-8 ,2
84-61-7 ,1
84-62-8 ,3
846-48-0 ,0
846-50-4 ,2
84-65-1 ,2
84-66-2 ,1
84-69-5 ,1
84-74-2 ,1
84-75-3 ,1
84-76-4 ,1
84-78-6 ,1
84-96-8 ,2
85-01-8 ,3
85-02-9 ,3
85-06-3 ,3
85-18-7 ,2
85-41-6 ,1
85-44-9 ,1
855-38-9 ,3
85-68-7 ,2
85-69-8 ,1
85721-33-1 ,2
85-79-0 ,2
85-85-8 ,3
86-00-0 ,2
86-21-5 ,2
86-22-6 ,2
86-28-2 ,3
86-30-6 ,2
86-34-0 ,1
865-52-1 ,0
86-55-5 ,2
86-57-7 ,2
86-73-7 ,2
86-74-8 ,3
86-81-7 ,1
868-57-5 ,0
86-86-2 ,2
86-87-3 ,2
868-85-9 ,0
870-23-5 ,0
87-17-2 ,2
871-83-0 ,0
872-05-9 ,0
872-10-6 ,0
872-50-4 ,0
872-55-9 ,1
872-85-5 ,1
87-33-2 ,0
873-32-5 ,1
873-49-4 ,1
873-62-1 ,1
873-63-2 ,1
873-74-5 ,1
873-76-7 ,1
87-40-1 ,1
87-41-2 ,1
874-14-6 ,1
87-42-3 ,2
874-35-1 ,1
874-41-9 ,1
87-44-5 ,0
874-63-5 ,1
874-90-8 ,1
87-51-4 ,2
87-59-2 ,1
87-61-6 ,1
876-20-0 ,1
87-62-7 ,1
87-65-0 ,1
87-66-1 ,1
87-68-3 ,0
877-11-2 ,1
877-43-0 ,2
877-44-1 ,1
878-13-7 ,0
87-82-1 ,1
87-83-2 ,1
87-85-4 ,1
87-86-5 ,1
87-91-2 ,0
879-39-0 ,1
87-99-0 ,0
88-04-0 ,1
88-05-1 ,1
88-06-2 ,1
88-18-6 ,1
88-19-7 ,1
882-33-7 ,2
88-30-2 ,1
883-20-5 ,3
88495-63-0 ,0
88591-28-0 ,0
88-60-8 ,1
886-50-0 ,1
88-65-3 ,1
88-67-5 ,1
88-69-7 ,1
88-72-2 ,1
88-73-3 ,1
88-74-4 ,1
88-75-5 ,1
88-85-7 ,1
88-89-1 ,1
88-99-3 ,1
89-41-8 ,1
89-48-5 ,0
89-52-1 ,1
89-55-4 ,1
89-57-6 ,1
89-59-8 ,1
89-60-1 ,1
89-61-2 ,1
89-64-5 ,1
89-69-0 ,1
89-71-4 ,1
89-72-5 ,1
89-78-1 ,0
89-81-6 ,0
89816-53-5 ,3
89816-75-1 ,3
89817-03-8 ,3
89-82-7 ,0
89-83-8 ,1
89-86-1 ,1
89-95-2 ,1
89-96-3 ,1
89-98-5 ,1
90-00-6 ,1
90-01-7 ,1
90-02-8 ,1
90-04-0 ,1
90-05-1 ,1
90-11-9 ,2
90-12-0 ,2
90-13-1 ,2
90-15-3 ,2
90-41-5 ,2
90-43-7 ,2
90-47-1 ,3
90-64-2 ,1
90-84-6 ,1
90-90-4 ,2
90-94-8 ,2
90-98-2 ,2
91-01-0 ,2
91-10-1 ,1
91-15-6 ,1
91-16-7 ,1
91-17-8 ,0
91-19-0 ,2
91-20-3 ,2
91-22-5 ,2
91-23-6 ,1
91323-12-5 ,1
91-55-4 ,2
91-57-6 ,2
91-58-7 ,2
91-59-8 ,2
91-62-3 ,2
91-63-4 ,2
91-64-5 ,2
91-66-7 ,1
91-67-8 ,1
918-02-5 ,0
91-84-9 ,2
918-84-3 ,0
91-94-1 ,2
919-94-8 ,0
92-04-6 ,2
92-06-8 ,3
921-04-0 ,0
921-47-1 ,0
922-28-1 ,0
92-24-0 ,4
922-62-3 ,0
923-28-4 ,0
924-16-3 ,0
924-43-6 ,0
924-46-9 ,0
924-50-5 ,0
92-51-3 ,0
925-15-5 ,0
92-52-4 ,2
925-60-0 ,0
925-78-0 ,0
92623-85-3 ,1
926-56-7 ,0
926-63-6 ,0
926-64-7 ,0
92-67-1 ,2
926-82-9 ,0
92-69-3 ,2
92-71-7 ,3
927-49-1 ,0
927-73-1 ,0
927-74-2 ,0
92-83-1 ,2
928-40-5 ,0
92-84-2 ,2
928-49-4 ,0
928-51-8 ,0
92-85-3 ,2
928-68-7 ,0
92-87-5 ,2
928-80-3 ,0
92-88-6 ,2
928-90-5 ,0
928-92-7 ,0
928-94-9 ,0
928-95-0 ,0
928-96-1 ,0
928-97-2 ,0
92-92-2 ,2
92-93-3 ,2
92-94-4 ,3
930-27-8 ,1
930-28-9 ,0
930-30-3 ,0
930-36-9 ,1
93-04-9 ,2
930-55-2 ,0
93-07-2 ,1
93-08-3 ,2
93-09-4 ,2
930-99-4 ,0
931-20-4 ,0
93-15-2 ,1
931-54-4 ,1
931-56-6 ,0
931-63-5 ,1
93-18-5 ,2
931-87-3 ,0
93-19-6 ,2
932-32-1 ,1
93-25-4 ,1
932-96-7 ,1
933-11-9 ,0
933-67-5 ,2
933-75-5 ,1
93-37-8 ,2
933-78-8 ,1
933-98-2 ,1
93413-69-5 ,1
934-53-2 ,1
934-74-7 ,1
934-80-5 ,1
93-51-6 ,1
935-28-4 ,1
93-54-9 ,1
93-55-0 ,1
93-58-3 ,1
935-95-5 ,1
93-60-7 ,1
936-89-0 ,1
93-76-5 ,1
938-22-7 ,1
938-33-0 ,2
938-86-3 ,1
93-89-0 ,1
93-91-4 ,1
939-23-1 ,2
93-92-5 ,1
939-27-5 ,2
939-57-1 ,1
