CAS,C,H,O,N,S,F,Cl,Br,I,Si
599-69-9,9,13,2,1,1,0,0,0,0,0
59973-07-8,10,22,0,0,1,0,0,0,0,0
59973-08-9,11,24,0,0,1,0,0,0,0,0
600-05-5,3,4,2,0,0,0,0,2,0,0
600-14-6,5,8,2,0,0,0,0,0,0,0
60-01-5,15,26,6,0,0,0,0,0,0,0
6001-87-2,4,7,2,0,0,0,1,0,0,0
600-25-9,3,6,2,1,0,0,1,0,0,0
600-36-2,7,16,1,0,0,0,0,0,0,0
6008-36-2,15,22,1,0,0,0,0,0,0,0
60-09-3,12,11,0,3,0,0,0,0,0,0
60-12-8,8,10,1,0,0,0,0,0,0,0
60145-20-2,12,5,0,0,0,0,5,0,0,0
60145-21-3,12,5,0,0,0,0,5,0,0,0
60145-22-4,12,4,0,0,0,0,6,0,0,0
60145-23-5,12,3,0,0,0,0,7,0,0,0
601-77-4,6,14,1,2,0,0,0,0,0,0
601-84-3,,,,,,,,,,
601-88-7,6,3,2,1,0,0,2,0,0,0
601-89-8,6,5,4,1,0,0,0,0,0,0
60207-90-1,15,17,2,3,0,0,2,0,0,0
60233-24-1,12,6,0,0,0,0,4,0,0,0
60233-25-2,12,5,0,0,0,0,5,0,0,0
60282-87-3,,,,,,,,,,
603-11-2,8,5,6,1,0,0,0,0,0,0
603-12-3,,,,,,,,,,
6032-29-7,5,12,1,0,0,0,0,0,0,0
60-33-3,18,32,2,0,0,0,0,0,0,0
603-35-0,18,15,0,0,0,0,0,0,0,0
60-35-5,2,5,1,1,0,0,0,0,0,0
603-76-9,9,9,0,1,0,0,0,0,0,0
60400-92-2,,,,,,,,,,
60415-61-4,9,18,2,0,0,0,0,0,0,0
604-53-5,20,14,0,0,0,0,0,0,0,0
604-75-1,15,11,2,2,0,0,1,0,0,0
6048-82-4,16,24,1,0,0,0,0,0,0,0
605-02-7,16,12,0,0,0,0,0,0,0,0
60-51-5,5,12,3,1,2,0,0,0,0,0
605-45-8,14,18,4,0,0,0,0,0,0,0
605-50-5,18,26,4,0,0,0,0,0,0,0
605-54-9,16,22,6,0,0,0,0,0,0,0
60-56-0,4,6,0,2,1,0,0,0,0,0
60569-19-9,,,,,,,,,,
60-57-1,12,8,1,0,0,0,6,0,0,0
606-20-2,7,6,4,2,0,0,0,0,0,0
606-23-5,9,6,2,0,0,0,0,0,0,0
60628-96-8,,,,,,,,,,
606-43-9,10,9,1,1,0,0,0,0,0,0
6068-76-4,,,,,,,,,,
6069-98-3,10,20,0,0,0,0,0,0,0,0
60719-84-8,,,,,,,,,,
607-90-9,10,12,3,0,0,0,0,0,0,0
607-91-0,11,12,3,0,0,0,0,0,0,0
607-99-8,7,5,1,0,0,0,0,3,0,0
60-80-0,11,12,1,2,0,0,0,0,0,0
608-21-9,6,3,0,0,0,0,0,3,0,0
608-27-5,6,5,0,1,0,0,2,0,0,0
608-33-3,6,4,1,0,0,0,0,2,0,0
608-71-9,6,1,1,0,0,0,0,5,0,0
60-87-7,17,20,0,2,1,0,0,0,0,0
608-90-2,6,1,0,0,0,0,0,5,0,0
608-93-5,6,1,0,0,0,0,5,0,0,0
609-14-3,7,12,3,0,0,0,0,0,0,0
609-19-8,6,3,1,0,0,0,3,0,0,0
609-23-4,6,3,1,0,0,0,0,0,3,0
609-26-7,8,18,0,0,0,0,0,0,0,0
609-35-8,,,,,,,,,,
609-72-3,9,13,0,1,0,0,0,0,0,0
609-93-8,7,6,5,2,0,0,0,0,0,0
610-15-1,7,6,3,2,0,0,0,0,0,0
610-30-0,7,4,6,2,0,0,0,0,0,0
610-39-9,7,6,4,2,0,0,0,0,0,0
610-40-2,6,3,4,2,0,0,1,0,0,0
610-48-0,15,12,0,0,0,0,0,0,0,0
610-92-4,,,,,,,,,,
610-94-6,8,7,2,0,0,0,0,1,0,0
610-96-8,8,7,2,0,0,0,1,0,0,0
610-97-9,8,7,2,0,0,0,0,0,1,0
611-06-3,6,3,2,1,0,0,2,0,0,0
611-13-2,6,6,3,0,0,0,0,0,0,0
611-14-3,9,12,0,0,0,0,0,0,0,0
611-15-4,9,10,0,0,0,0,0,0,0,0
611-19-8,7,6,0,0,0,0,2,0,0,0
611-20-1,7,5,1,1,0,0,0,0,0,0
611-21-2,8,11,0,1,0,0,0,0,0,0
611-32-5,10,9,0,1,0,0,0,0,0,0
611-74-5,9,11,1,1,0,0,0,0,0,0
6117-91-5,4,8,1,0,0,0,0,0,0,0
61184-93-8,,,,,,,,,,
611-99-4,13,10,3,0,0,0,0,0,0,0
612-00-0,14,14,0,0,0,0,0,0,0,0
612-11-3,,,,,,,,,,
61213-25-0,12,10,1,1,0,3,2,0,0,0
612-28-2,7,8,2,2,0,0,0,0,0,0
612-41-9,9,7,4,1,0,0,0,0,0,0
612-58-8,10,9,0,1,0,0,0,0,0,0
612-60-2,10,9,0,1,0,0,0,0,0,0
612-71-5,24,18,0,0,0,0,0,0,0,0
612-75-9,14,14,0,0,0,0,0,0,0,0
612-78-2,20,14,0,0,0,0,0,0,0,0
61-28-9,10,11,1,1,0,0,0,0,0,0
612-94-2,16,12,0,0,0,0,0,0,0,0
6130-75-2,7,5,1,0,0,0,3,0,0,0
613-12-7,15,12,0,0,0,0,0,0,0,0
613-13-8,14,11,0,1,0,0,0,0,0,0
613-15-0,14,11,0,1,0,0,0,0,0,0
613-31-0,14,12,0,0,0,0,0,0,0,0
613-33-2,14,14,0,0,0,0,0,0,0,0
61-33-6,,,,,,,,,,
61337-67-5,,,,,,,,,,
613-48-9,11,17,0,1,0,0,0,0,0,0
613-69-4,9,10,2,0,0,0,0,0,0,0
613-93-4,8,9,1,1,0,0,0,0,0,0
613-94-5,7,8,1,2,0,0,0,0,0,0
613-97-8,9,13,0,1,0,0,0,0,0,0
614-00-6,7,8,1,2,0,0,0,0,0,0
614-17-5,9,11,1,1,0,0,0,0,0,0
614-18-6,8,9,2,1,0,0,0,0,0,0
61422-45-5,,,,,,,,,,
6144-93-0,7,16,1,0,0,0,0,0,0,0
61451-78-3,,,,,,,,,,
614-61-9,8,7,3,0,0,0,1,0,0,0
614-68-6,8,7,1,1,0,0,0,0,0,0
6149-41-3,4,8,3,0,0,0,0,0,0,0
614-96-0,9,9,0,1,0,0,0,0,0,0
61523-34-0,,,,,,,,,,
615-36-1,6,6,0,1,0,0,0,1,0,0
615-37-2,7,7,0,0,0,0,0,0,1,0
615-41-8,6,4,0,0,0,0,1,0,1,0
615-42-9,6,4,0,0,0,0,0,0,2,0
615-43-0,6,6,0,1,0,0,0,0,1,0
615-54-3,6,3,0,0,0,0,0,3,0,0
615-58-7,6,4,1,0,0,0,0,2,0,0
615-59-8,7,6,0,0,0,0,0,2,0,0
615-67-8,6,5,2,0,0,0,1,0,0,0
615-74-7,7,7,1,0,0,0,1,0,0,0
615-77-0,5,6,2,2,0,0,0,0,0,0
6158-45-8,13,14,0,0,0,0,0,0,0,0
616-12-6,6,12,0,0,0,0,0,0,0,0
6161-67-7,9,12,1,0,0,0,0,0,0,0
616-25-1,5,10,1,0,0,0,0,0,0,0
6163-64-0,5,12,0,0,1,0,0,0,0,0
616-39-7,5,13,0,1,0,0,0,0,0,0
616-43-3,5,7,0,1,0,0,0,0,0,0
616-44-4,5,6,0,0,1,0,0,0,0,0
616-45-5,4,7,1,1,0,0,0,0,0,0
616-47-7,4,6,0,2,0,0,0,0,0,0
6164-79-0,6,6,2,2,0,0,0,0,0,0
616-75-1,10,10,4,0,0,0,0,0,0,0
616-86-4,8,10,3,2,0,0,0,0,0,0
61-68-7,15,15,2,1,0,0,0,0,0,0
617-29-8,7,16,1,0,0,0,0,0,0,0
617-50-5,7,14,2,0,0,0,0,0,0,0
6175-23-1,9,16,2,0,0,0,0,0,0,0
6175-49-1,12,24,1,0,0,0,0,0,0,0
617-78-7,7,16,0,0,0,0,0,0,0,0
617-84-5,5,11,1,1,0,0,0,0,0,0
617-94-7,9,12,1,0,0,0,0,0,0,0
61798-70-7,12,4,0,0,0,0,6,0,0,0
6180-61-6,9,12,2,0,0,0,0,0,0,0
61-82-5,2,4,0,4,0,0,0,0,0,0
61827-85-8,11,16,0,0,0,0,0,0,0,0
618-36-0,8,11,0,1,0,0,0,0,0,0
618-45-1,9,12,1,0,0,0,0,0,0,0
618-51-9,7,5,2,0,0,0,0,0,1,0
618-62-2,6,3,2,1,0,0,2,0,0,0
61869-08-7,19,20,3,1,0,1,0,0,0,0
618-71-3,9,8,6,2,0,0,0,0,0,0
618-80-4,,,,,,,,,,
618-85-9,7,6,4,2,0,0,0,0,0,0
618-87-1,6,5,4,3,0,0,0,0,0,0
618-89-3,8,7,2,0,0,0,0,1,0,0
618-91-7,8,7,2,0,0,0,0,0,1,0
618-95-1,8,7,4,1,0,0,0,0,0,0
619-01-2,10,18,1,0,0,0,0,0,0,0
619-04-5,9,10,2,0,0,0,0,0,0,0
619-08-9,6,4,3,1,0,0,1,0,0,0
619-21-6,8,6,3,0,0,0,0,0,0,0
619-42-1,8,7,2,0,0,0,0,1,0,0
619-44-3,8,7,2,0,0,0,0,0,1,0
619-45-4,8,9,2,1,0,0,0,0,0,0
61949-76-6,21,20,3,0,0,0,2,0,0,0
61949-77-7,21,20,3,0,0,0,2,0,0,0
619-50-1,8,7,4,1,0,0,0,0,0,0
619-57-8,7,7,2,1,0,0,0,0,0,0
619-58-9,7,5,2,0,0,0,0,0,1,0
619-64-7,9,10,2,0,0,0,0,0,0,0
6196-58-3,7,16,2,0,0,0,0,0,0,0
619-66-9,8,6,3,0,0,0,0,0,0,0
619-68-1,,,,,,,,,,
619-73-8,7,7,3,1,0,0,0,0,0,0
619-80-7,7,6,3,2,0,0,0,0,0,0
619-84-1,9,11,2,1,0,0,0,0,0,0
619-86-3,9,10,3,0,0,0,0,0,0,0
619-99-8,8,18,0,0,0,0,0,0,0,0
620-02-0,6,6,2,0,0,0,0,0,0,0
620-05-3,7,7,0,0,0,0,0,0,1,0
620-08-6,6,7,1,1,0,0,0,0,0,0
620-11-1,7,14,2,0,0,0,0,0,0,0
620-14-4,9,12,0,0,0,0,0,0,0,0
620-16-6,8,9,0,0,0,0,1,0,0,0
62016-75-5,17,35,0,0,0,0,1,0,0,0
620-17-7,8,10,1,0,0,0,0,0,0,0
620-20-2,7,6,0,0,0,0,2,0,0,0
620-22-4,8,7,0,1,0,0,0,0,0,0
620-23-5,8,8,1,0,0,0,0,0,0,0
620-24-6,7,8,2,0,0,0,0,0,0,0
620-47-3,14,14,0,0,0,0,0,0,0,0
620-83-7,14,14,0,0,0,0,0,0,0,0
62103-66-6,12,26,0,0,1,0,0,0,0,0
62103-69-9,,,,,,,,,,
62126-97-0,11,21,0,0,0,3,0,0,0,0
621-27-2,9,12,1,0,0,0,0,0,0,0
621-34-1,8,10,2,0,0,0,0,0,0,0
621-59-0,8,8,3,0,0,0,0,0,0,0
621-64-7,6,14,1,2,0,0,0,0,0,0
621-77-2,15,33,0,1,0,0,0,0,0,0
622-08-2,9,12,2,0,0,0,0,0,0,0
622-24-2,8,9,0,0,0,0,1,0,0,0
62-23-7,7,5,4,1,0,0,0,0,0,0
622-37-7,6,5,0,3,0,0,0,0,0,0
622-39-9,8,11,0,1,0,0,0,0,0,0
622-45-7,8,14,2,0,0,0,0,0,0,0
622-46-8,7,7,2,1,0,0,0,0,0,0
622-47-9,9,10,2,0,0,0,0,0,0,0
622-57-1,9,13,0,1,0,0,0,0,0,0
622-58-2,8,7,1,1,0,0,0,0,0,0
622-62-8,8,10,2,0,0,0,0,0,0,0
622-80-0,9,13,0,1,0,0,0,0,0,0
622-96-8,9,12,0,0,0,0,0,0,0,0
622-97-9,9,10,0,0,0,0,0,0,0,0
622-98-0,8,9,0,0,0,0,1,0,0,0
623-03-0,7,4,0,1,0,0,1,0,0,0
623-04-1,,,,,,,,,,
623-05-2,7,8,2,0,0,0,0,0,0,0
623-08-5,8,11,0,1,0,0,0,0,0,0
623-12-1,7,7,1,0,0,0,1,0,0,0
623-17-6,7,8,3,0,0,0,0,0,0,0
623-26-7,8,4,0,2,0,0,0,0,0,0
623-27-8,8,6,2,0,0,0,0,0,0,0
623-36-9,6,10,1,0,0,0,0,0,0,0
623-37-0,6,14,1,0,0,0,0,0,0,0
623-39-2,4,10,3,0,0,0,0,0,0,0
623-42-7,5,10,2,0,0,0,0,0,0,0
62346-96-7,11,14,2,0,0,0,0,0,0,0
623-50-7,4,8,3,0,0,0,0,0,0,0
623-51-8,4,8,2,0,1,0,0,0,0,0
623-56-3,7,14,1,0,0,0,0,0,0,0
623-59-6,4,8,2,2,0,0,0,0,0,0
623-73-3,,,,,,,,,,
623-76-7,5,12,1,2,0,0,0,0,0,0
623-78-9,5,11,2,1,0,0,0,0,0,0
623-85-8,,,,,,,,,,
624-16-8,10,20,1,0,0,0,0,0,0,0
624-17-9,13,24,4,0,0,0,0,0,0,0
624-24-8,6,12,2,0,0,0,0,0,0,0
624-29-3,8,16,0,0,0,0,0,0,0,0
624-31-7,7,7,0,0,0,0,0,0,1,0
624-38-4,6,4,0,0,0,0,0,0,2,0
62-44-2,10,13,2,1,0,0,0,0,0,0
624-42-0,8,16,1,0,0,0,0,0,0,0
624-48-6,6,8,4,0,0,0,0,0,0,0
624-54-4,8,16,2,0,0,0,0,0,0,0
624-89-5,3,8,0,0,1,0,0,0,0,0
624-92-0,2,6,0,0,2,0,0,0,0,0
624-95-3,6,14,1,0,0,0,0,0,0,0
625-06-9,7,16,1,0,0,0,0,0,0,0
625-16-1,7,14,2,0,0,0,0,0,0,0
625-23-0,7,16,1,0,0,0,0,0,0,0
625-25-2,8,18,1,0,0,0,0,0,0,0
625-27-4,6,12,0,0,0,0,0,0,0,0
625-31-0,5,10,1,0,0,0,0,0,0,0
62-53-3,6,7,0,1,0,0,0,0,0,0
625-33-2,5,8,1,0,0,0,0,0,0,0
625-38-7,4,6,2,0,0,0,0,0,0,0
625-44-5,5,12,1,0,0,0,0,0,0,0
625-45-6,3,6,3,0,0,0,0,0,0,0
625-50-3,4,9,1,1,0,0,0,0,0,0
625-52-5,3,8,1,2,0,0,0,0,0,0
625-58-1,2,5,3,1,0,0,0,0,0,0
625-60-5,4,8,1,0,1,0,0,0,0,0
62-56-6,1,4,0,2,1,0,0,0,0,0
625-69-4,5,12,2,0,0,0,0,0,0,0
62571-86-2,9,15,3,1,1,0,0,0,0,0
625-80-9,6,14,0,0,1,0,0,0,0,0
625-84-3,6,9,0,1,0,0,0,0,0,0
625-86-5,6,8,1,0,0,0,0,0,0,0
625-95-6,7,7,0,0,0,0,0,0,1,0
6259-76-3,13,18,3,0,0,0,0,0,0,0
625-98-9,6,4,0,0,0,1,1,0,0,0
625-99-0,6,4,0,0,0,0,1,0,1,0
626-00-6,6,4,0,0,0,0,0,0,2,0
626-01-7,6,6,0,1,0,0,0,0,1,0
626-02-8,6,5,1,0,0,0,0,0,1,0
6261-22-9,5,8,1,0,0,0,0,0,0,0
626-17-5,8,4,0,2,0,0,0,0,0,0
626-23-3,8,19,0,1,0,0,0,0,0,0
6262-51-7,3,1,0,0,0,0,5,0,0,0
626-33-5,8,16,1,0,0,0,0,0,0,0
626-39-1,6,3,0,0,0,0,0,3,0,0
626-41-5,,,,,,,,,,
626-54-0,,,,,,,,,,
626-55-1,5,4,0,1,0,0,0,1,0,0
626-56-2,6,13,0,1,0,0,0,0,0,0
626-58-4,6,13,0,1,0,0,0,0,0,0
626-60-8,5,4,0,1,0,0,1,0,0,0
626-61-9,5,4,0,1,0,0,1,0,0,0
626-62-0,6,11,0,0,0,0,0,0,1,0
626-67-5,6,13,0,1,0,0,0,0,0,0
626-77-7,9,18,2,0,0,0,0,0,0,0
626-82-4,10,20,2,0,0,0,0,0,0,0
626-89-1,6,14,1,0,0,0,0,0,0,0
626-93-7,6,14,1,0,0,0,0,0,0,0
626-97-1,5,11,1,1,0,0,0,0,0,0
627-03-2,4,8,3,0,0,0,0,0,0,0
627-05-4,4,9,2,1,0,0,0,0,0,0
627-06-5,4,10,1,2,0,0,0,0,0,0
627-08-7,6,14,1,0,0,0,0,0,0,0
627-13-4,3,7,3,1,0,0,0,0,0,0
627-18-9,3,7,1,0,0,0,0,1,0,0
627-27-0,4,8,1,0,0,0,0,0,0,0
627-30-5,3,7,1,0,0,0,1,0,0,0
627-35-0,4,11,0,1,0,0,0,0,0,0
627-39-4,3,7,1,1,0,0,0,0,0,0
6274-22-2,,,,,,,,,,
627-42-9,3,7,1,0,0,0,1,0,0,0
627-44-1,4,1,0,0,0,0,0,0,0,0
627-45-2,3,7,1,1,0,0,0,0,0,0
62-75-9,2,6,1,2,0,0,0,0,0,0
627-59-8,7,16,1,0,0,0,0,0,0,0
627-90-7,13,26,2,0,0,0,0,0,0,0
627-93-0,8,14,4,0,0,0,0,0,0,0
62796-65-0,12,6,0,0,0,0,4,0,0,0
628-02-4,6,13,1,1,0,0,0,0,0,0
628-05-7,5,11,2,1,0,0,0,0,0,0
6280-96-2,,,,,,,,,,
628-17-1,5,11,0,0,0,0,0,0,1,0
6281-94-3,4,9,1,1,0,0,0,0,0,0
628-28-4,5,12,1,0,0,0,0,0,0,0
628-29-5,5,12,0,0,1,0,0,0,0,0
628-32-0,5,12,1,0,0,0,0,0,0,0
6283-25-6,6,5,2,2,0,0,1,0,0,0
628-41-1,6,8,0,0,0,0,0,0,0,0
6284-46-4,,,,,,,,,,
628-51-3,5,8,4,0,0,0,0,0,0,0
628-55-7,8,18,1,0,0,0,0,0,0,0
628-63-7,7,14,2,0,0,0,0,0,0,0
628-71-7,7,12,0,0,0,0,0,0,0,0
628-73-9,6,11,0,1,0,0,0,0,0,0
628-76-2,5,10,0,0,0,0,2,0,0,0
628-80-8,6,14,1,0,0,0,0,0,0,0
628-81-9,6,14,1,0,0,0,0,0,0,0
628-85-3,6,1,0,0,0,0,0,0,0,0
628-92-2,7,12,0,0,0,0,0,0,0,0
628-97-7,18,36,2,0,0,0,0,0,0,0
628-99-9,9,20,1,0,0,0,0,0,0,0
629-03-8,6,12,0,0,0,0,0,2,0,0
629-04-9,7,15,0,0,0,0,0,1,0,0
6290-49-9,4,8,3,0,0,0,0,0,0,0
629-05-0,8,14,0,0,0,0,0,0,0,0
629-06-1,7,15,0,0,0,0,1,0,0,0
629-08-3,7,13,0,1,0,0,0,0,0,0
629-11-8,6,14,2,0,0,0,0,0,0,0
629-14-1,6,14,2,0,0,0,0,0,0,0
629-19-6,6,14,0,0,2,0,0,0,0,0
629-20-9,8,8,0,0,0,0,0,0,0,0
629-27-6,8,17,0,0,0,0,0,0,1,0
629-30-1,7,16,2,0,0,0,0,0,0,0
629-32-3,8,18,1,0,0,0,0,0,0,0
629-33-4,7,14,2,0,0,0,0,0,0,0
6293-37-4,11,22,2,0,0,0,0,0,0,0
629-35-6,8,1,0,0,0,0,0,0,0,0
629-41-4,8,18,2,0,0,0,0,0,0,0
6294-31-1,12,26,0,0,1,0,0,0,0,0
629-45-8,8,18,0,0,2,0,0,0,0,0
629-50-5,13,28,0,0,0,0,0,0,0,0
629-58-3,17,34,2,0,0,0,0,0,0,0
629-59-4,14,30,0,0,0,0,0,0,0,0
629-62-9,15,32,0,0,0,0,0,0,0,0
629-65-2,14,30,0,0,1,0,0,0,0,0
629-66-3,19,38,1,0,0,0,0,0,0,0
629-70-9,18,36,2,0,0,0,0,0,0,0
629-73-2,16,32,0,0,0,0,0,0,0,0
6297-41-2,10,20,2,0,0,0,0,0,0,0
6297-42-3,10,20,2,0,0,0,0,0,0,0
6297-48-9,11,22,2,0,0,0,0,0,0,0
629-76-5,15,32,1,0,0,0,0,0,0,0
629-78-7,17,36,0,0,0,0,0,0,0,0
629-80-1,16,32,1,0,0,0,0,0,0,0
629-82-3,16,34,1,0,0,0,0,0,0,0
629-90-3,17,34,1,0,0,0,0,0,0,0
629-92-5,19,40,0,0,0,0,0,0,0,0
629-93-6,18,37,0,0,0,0,0,0,1,0
629-94-7,21,44,0,0,0,0,0,0,0,0
629-96-9,20,42,1,0,0,0,0,0,0,0
629-97-0,22,46,0,0,0,0,0,0,0,0
629-99-2,25,52,0,0,0,0,0,0,0,0
630-01-3,26,54,0,0,0,0,0,0,0,0
630-02-4,28,58,0,0,0,0,0,0,0,0
630-03-5,29,60,0,0,0,0,0,0,0,0
630-18-2,5,9,0,1,0,0,0,0,0,0
630-19-3,5,10,1,0,0,0,0,0,0,0
630-20-6,2,2,0,0,0,0,4,0,0,0
6304-27-4,,,,,,,,,,
63046-09-3,,,,,,,,,,
6304-89-8,9,8,4,0,0,0,0,0,0,0
63-05-8,19,26,2,0,0,0,0,0,0,0
6306-24-7,,,,,,,,,,
63075-06-9,12,17,2,1,0,0,0,0,0,0
630-76-2,25,20,0,0,0,0,0,0,0,0
631-36-7,,,,,,,,,,
6316-30-9,18,28,2,0,0,0,0,0,0,0
631-64-1,2,2,2,0,0,0,0,2,0,0
6320-18-9,,,,,,,,,,
632-14-4,4,10,1,2,0,0,0,0,0,0
632-22-4,5,12,1,2,0,0,0,0,0,0
632-24-6,,,,,,,,,,
632-46-2,9,10,2,0,0,0,0,0,0,0
63-25-2,12,11,2,1,0,0,0,0,0,0
6325-93-5,6,6,4,2,1,0,0,0,0,0
6335-39-3,,,,,,,,,,
634-66-2,6,2,0,0,0,0,4,0,0,0
634-89-9,6,2,0,0,0,0,0,4,0,0
634-90-2,6,2,0,0,0,0,4,0,0,0
634-95-7,5,12,1,2,0,0,0,0,0,0
635-89-2,,,,,,,,,,
636-28-2,6,2,0,0,0,0,0,4,0,0
636-30-6,6,4,0,1,0,0,3,0,0,0
636-41-9,5,7,0,1,0,0,0,0,0,0
63659-18-7,,,,,,,,,,
63675-72-9,20,24,6,2,0,0,0,0,0,0
636-76-0,7,7,4,1,1,0,0,0,0,0
637-07-0,12,15,3,0,0,0,1,0,0,0
63-74-1,6,8,2,2,1,0,0,0,0,0
637-50-3,9,10,0,0,0,0,0,0,0,0
637-59-2,9,11,0,0,0,0,0,1,0,0
637-78-5,6,12,2,0,0,0,0,0,0,0
6378-65-0,12,24,2,0,0,0,0,0,0,0
637-87-6,6,4,0,0,0,0,1,0,1,0
637-88-7,6,8,2,0,0,0,0,0,0,0
637-92-3,6,14,1,0,0,0,0,0,0,0
6379-73-3,11,16,1,0,0,0,0,0,0,0
638-00-6,6,8,0,0,1,0,0,0,0,0
638-02-8,6,8,0,0,1,0,0,0,0,0
638-04-0,8,16,0,0,0,0,0,0,0,0
638-11-9,7,14,2,0,0,0,0,0,0,0
63834-87-7,,,,,,,,,,
638-36-8,20,42,0,0,0,0,0,0,0,0
638-45-9,6,13,0,0,0,0,0,0,1,0
638-46-0,6,14,0,0,1,0,0,0,0,0
638-49-3,6,12,2,0,0,0,0,0,0,0
638-53-9,13,26,2,0,0,0,0,0,0,0
638-59-5,16,32,2,0,0,0,0,0,0,0
638-66-4,18,36,1,0,0,0,0,0,0,0
638-67-5,23,48,0,0,0,0,0,0,0,0
63968-64-9,15,22,5,0,0,0,0,0,0,0
64-04-0,8,11,0,1,0,0,0,0,0,0
64-10-8,7,8,1,2,0,0,0,0,0,0
64-12-0,,,,,,,,,,
6418-43-5,17,36,0,0,0,0,0,0,0,0
6418-44-6,18,38,0,0,0,0,0,0,0,0
642-31-9,15,10,1,0,0,0,0,0,0,0
643-58-3,13,12,0,0,0,0,0,0,0,0
643-79-8,8,6,2,0,0,0,0,0,0,0
643-93-6,13,12,0,0,0,0,0,0,0,0
644-08-6,13,12,0,0,0,0,0,0,0,0
644-35-9,9,12,1,0,0,0,0,0,0,0
6443-92-1,7,14,0,0,0,0,0,0,0,0
644-49-5,7,14,2,0,0,0,0,0,0,0
64491-68-5,,,,,,,,,,
645-09-0,7,6,3,2,0,0,0,0,0,0
6452-71-7,15,23,3,1,0,0,0,0,0,0
645-49-8,14,12,0,0,0,0,0,0,0,0
645-56-7,9,12,1,0,0,0,0,0,0,0
645-62-5,8,14,1,0,0,0,0,0,0,0
646-14-0,6,13,2,1,0,0,0,0,0,0
646-19-5,7,18,0,2,0,0,0,0,0,0
646-24-2,9,22,0,2,0,0,0,0,0,0
646-25-3,10,24,0,2,0,0,0,0,0,0
64628-44-0,,,,,,,,,,
646-30-0,19,38,2,0,0,0,0,0,0,0
646-31-1,24,50,0,0,0,0,0,0,0,0
64-69-7,2,3,2,0,0,0,0,0,1,0
647-42-7,,,,,,,,,,
64-77-7,12,18,3,2,1,0,0,0,0,0
64902-72-3,12,12,4,5,1,0,1,0,0,0
65061-79-2,,,,,,,,,,
6510-65-2,13,11,0,1,0,0,0,0,0,0
65113-99-7,,,,,,,,,,
65144-02-7,3,7,2,1,0,0,0,0,0,0
6521-29-5,12,16,3,0,0,0,0,0,0,0
6533-00-2,,,,,,,,,,
65-45-2,7,7,2,1,0,0,0,0,0,0
65-49-6,7,7,3,1,0,0,0,0,0,0
65510-44-3,12,5,0,0,0,0,5,0,0,0
65510-45-4,12,5,0,0,0,0,5,0,0,0
65576-45-6,,,,,,,,,,
65611-31-6,9,15,2,0,0,0,3,0,0,0
65611-32-7,11,19,2,0,0,0,3,0,0,0
65611-33-8,12,21,2,0,0,0,3,0,0,0
6565-56-6,,,,,,,,,,
6565-57-7,12,18,0,0,0,0,0,0,0,0
65-71-4,5,6,2,2,0,0,0,0,0,0
657-24-9,,,,,,,,,,
65757-61-1,11,16,1,0,0,0,0,0,0,0
65-85-0,7,6,2,0,0,0,0,0,0,0
65872-41-5,,,,,,,,,,
659-70-1,10,20,2,0,0,0,0,0,0,0
66000-36-0,16,12,2,2,1,0,0,0,0,0
66104-22-1,,,,,,,,,,
661-11-0,7,15,0,0,0,1,0,0,0,0
6611-91-2,,,,,,,,,,
66-22-8,4,4,2,2,0,0,0,0,0,0
6624-57-3,13,24,4,0,0,0,0,0,0,0
66-25-1,6,12,1,0,0,0,0,0,0,0
6626-22-8,,,,,,,,,,
6627-55-0,7,7,1,0,0,0,0,1,0,0
6627-76-5,10,20,1,0,0,0,0,0,0,0
6627-88-9,11,14,3,0,0,0,0,0,0,0
6630-33-7,7,5,1,0,0,0,0,1,0,0
66323-42-0,,,,,,,,,,
6639-15-2,9,18,2,0,0,0,0,0,0,0
6639-30-1,7,5,0,0,0,0,3,0,0,0
66481-77-4,,,,,,,,,,
66508-53-0,,,,,,,,,,
66-56-8,6,4,5,2,0,0,0,0,0,0
66650-28-0,,,,,,,,,,
66650-30-4,,,,,,,,,,
6665-66-3,,,,,,,,,,
6665-67-4,,,,,,,,,,
6665-69-6,,,,,,,,,,
6665-83-4,,,,,,,,,,
6665-86-7,,,,,,,,,,
6669-13-2,10,14,1,0,0,0,0,0,0,0
66-71-7,12,8,0,2,0,0,0,0,0,0
66722-44-9,18,31,4,1,0,0,0,0,0,0
6673-35-4,14,22,3,2,0,0,0,0,0,0
6674-39-1,,,,,,,,,,
66-77-3,11,8,1,0,0,0,0,0,0,0
67003-50-3,,,,,,,,,,
670-54-2,6,0,0,4,0,0,0,0,0,0
67055-91-8,,,,,,,,,,
67-20-9,8,6,5,4,0,0,0,0,0,0
672-65-1,8,9,0,0,0,0,1,0,0,0
6728-26-3,6,10,1,0,0,0,0,0,0,0
673-04-1,8,15,1,5,0,0,0,0,0,0
6738-23-4,9,12,1,0,0,0,0,0,0,0
673-84-7,10,16,0,0,0,0,0,0,0,0
67-47-0,6,6,3,0,0,0,0,0,0,0
674-76-0,6,12,0,0,0,0,0,0,0,0
675-20-7,5,9,1,1,0,0,0,0,0,0
675-21-8,,,,,,,,,,
67-52-7,4,4,3,2,0,0,0,0,0,0
6753-98-6,15,24,0,0,0,0,0,0,0,0
6753-98-6,15,24,0,0,0,0,0,0,0,0
67-66-3,1,1,0,0,0,0,3,0,0,0
67-68-5,2,6,1,0,1,0,0,0,0,0
