CAS,C,H,O,N,S,F,Cl,Br,I,Si
14920-87-7,,,,,,,,,,
149-30-4,7,5,0,1,2,0,0,0,0,0
149-32-6,4,10,4,0,0,0,0,0,0,0
1493-27-2,6,4,2,1,0,1,0,0,0,0
14938-35-3,11,16,1,0,0,0,0,0,0,0
1498-96-0,11,14,3,0,0,0,0,0,0,0
149-91-7,7,6,5,0,0,0,0,0,0,0
15009-91-3,5,4,2,2,0,0,0,0,0,0
15011-28-6,,,,,,,,,,
15012-36-9,10,12,2,0,0,0,0,0,0,0
150-13-0,7,7,2,1,0,0,0,0,0,0
150-19-6,7,8,2,0,0,0,0,0,0,0
1502-05-2,10,20,1,0,0,0,0,0,0,0
1502-06-3,10,18,1,0,0,0,0,0,0,0
1502-38-1,9,18,0,0,0,0,0,0,0,0
1504-74-1,10,10,2,0,0,0,0,0,0,0
150-60-7,14,14,0,0,2,0,0,0,0,0
150-68-5,9,11,1,2,0,0,1,0,0,0
150-76-5,7,8,2,0,0,0,0,0,0,0
150-78-7,8,10,2,0,0,0,0,0,0,0
150-86-7,20,40,1,0,0,0,0,0,0,0
151-00-8,4,9,1,1,0,0,0,0,0,0
151-10-0,8,10,2,0,0,0,0,0,0,0
151319-34-5,17,15,1,5,0,0,0,0,0,0
1515-95-3,9,12,1,0,0,0,0,0,0,0
15181-08-5,,,,,,,,,,
1518-72-5,8,18,0,0,2,0,0,0,0,0
15192-80-0,8,12,0,0,0,0,0,0,0,0
1520-21-4,8,9,0,1,0,0,0,0,0,0
152-62-5,21,28,2,0,0,0,0,0,0,0
1528-30-9,6,10,0,0,0,0,0,0,0,0
15299-99-7,17,21,2,1,0,0,0,0,0,0
1530-03-6,15,16,0,0,0,0,0,0,0,0
15307-86-5,14,11,2,1,0,0,2,0,0,0
1532-72-5,9,7,1,1,0,0,0,0,0,0
1534-08-3,3,6,1,0,1,0,0,0,0,0
153436-54-5,,,,,,,,,,
153719-23-4,,,,,,,,,,
1538-74-5,11,15,2,1,0,0,0,0,0,0
15411-43-5,8,9,0,1,0,0,0,0,0,0
15421-84-8,,,,,,,,,,
154-23-4,,,,,,,,,,
15423-57-1,15,24,0,0,0,0,0,0,0,0
15457-05-3,13,7,5,2,0,3,0,0,0,0
1551-21-9,4,10,0,0,1,0,0,0,0,0
1556-08-7,8,15,0,0,0,0,1,0,0,0
1556-09-8,8,15,0,0,0,0,0,1,0,0
1559-34-8,12,26,5,0,0,0,0,0,0,0
15594-90-8,21,44,1,0,0,0,0,0,0,0
1563-66-2,12,15,3,1,0,0,0,0,0,0
156-38-7,8,8,3,0,0,0,0,0,0,0
156-43-4,8,11,1,1,0,0,0,0,0,0
1565-17-9,8,9,3,1,1,0,0,0,0,0
156-59-2,2,2,0,0,0,0,2,0,0,0
15676-16-1,15,23,4,3,1,0,0,0,0,0
15686-71-2,,,,,,,,,,
15687-27-1,13,18,2,0,0,0,0,0,0,0
15687-41-9,,,,,,,,,,
156-87-6,3,9,1,1,0,0,0,0,0,0
1569-01-3,6,14,2,0,0,0,0,0,0,0
1570-45-2,8,9,2,1,0,0,0,0,0,0
1570-64-5,7,7,1,0,0,0,1,0,0,0
1570-65-6,7,6,1,0,0,0,2,0,0,0
15706-73-7,9,18,2,0,0,0,0,0,0,0
15707-24-1,8,12,0,2,0,0,0,0,0,0
1571-86-4,14,22,0,0,0,0,0,0,0,0
15722-48-2,,,,,,,,,,
15726-15-5,8,16,1,0,0,0,0,0,0,0
15764-16-6,9,10,1,0,0,0,0,0,0,0
1576-42-7,,,,,,,,,,
1576-43-8,,,,,,,,,,
1576-67-6,16,14,0,0,0,0,0,0,0,0
1576-87-0,5,8,1,0,0,0,0,0,0,0
1576-96-1,5,10,1,0,0,0,0,0,0,0
1577-43-1,21,42,2,0,0,0,0,0,0,0
1583-58-0,7,4,2,0,0,2,0,0,0,0
15854-87-2,,,,,,,,,,
15862-07-4,12,7,0,0,0,0,3,0,0,0
15869-80-4,9,20,0,0,0,0,0,0,0,0
15869-85-9,10,22,0,0,0,0,0,0,0,0
15869-86-0,10,22,0,0,0,0,0,0,0,0
15869-87-1,10,22,0,0,0,0,0,0,0,0
15869-92-8,10,22,0,0,0,0,0,0,0,0
15869-93-9,10,22,0,0,0,0,0,0,0,0
15869-94-0,10,22,0,0,0,0,0,0,0,0
15869-95-1,10,22,0,0,0,0,0,0,0,0
15879-93-3,,,,,,,,,,
1589-47-5,4,10,2,0,0,0,0,0,0,0
1595-04-6,11,16,0,0,0,0,0,0,0,0
1595-05-7,11,16,0,0,0,0,0,0,0,0
15950-66-0,6,3,1,0,0,0,3,0,0,0
1595-06-8,11,16,0,0,0,0,0,0,0,0
1595-11-5,11,16,0,0,0,0,0,0,0,0
1595-16-0,11,16,0,0,0,0,0,0,0,0
15968-05-5,12,6,0,0,0,0,4,0,0,0
15972-60-8,14,20,2,1,0,0,1,0,0,0
1601-71-4,12,18,0,0,0,0,0,0,0,0
1601-72-5,,,,,,,,,,
1601-73-6,12,18,0,0,0,0,0,0,0,0
1601-74-7,,,,,,,,,,
16021-20-8,11,16,0,0,0,0,0,0,0,0
1604-28-0,8,12,1,0,0,0,0,0,0,0
16096-32-5,9,9,0,1,0,0,0,0,0,0
1610-17-9,9,17,1,5,0,0,0,0,0,0
1610-18-0,10,17,1,5,0,0,0,0,0,0
1611-92-3,7,6,0,0,0,0,0,2,0,0
1613-32-7,12,13,0,1,0,0,0,0,0,0
1613-34-9,11,11,0,1,0,0,0,0,0,0
1613-37-2,9,7,1,1,0,0,0,0,0,0
1613-45-2,6,14,0,0,1,0,0,0,0,0
1613-46-3,7,16,0,0,1,0,0,0,0,0
1617-18-1,6,10,2,0,0,0,0,0,0,0
1617-25-0,,,,,,,,,,
162011-90-7,17,14,4,0,1,0,0,0,0,0
16219-75-3,9,12,0,0,0,0,0,0,0,0
1623-08-1,,,,,,,,,,
16245-79-7,14,23,0,1,0,0,0,0,0,0
1628-89-3,6,7,1,1,0,0,0,0,0,0
1629-58-9,5,8,1,0,0,0,0,0,0,0
16308-92-2,9,12,1,0,0,0,0,0,0,0
1632-16-2,8,16,0,0,0,0,0,0,0,0
1632-76-4,5,6,0,2,0,0,0,0,0,0
1632-83-3,8,8,0,2,0,0,0,0,0,0
16338-97-9,,,,,,,,,,
16338-99-1,,,,,,,,,,
16339-04-1,5,12,1,2,0,0,0,0,0,0
16339-07-4,5,11,1,3,0,0,0,0,0,0
1634-04-4,5,12,1,0,0,0,0,0,0,0
1634-09-9,14,16,0,0,0,0,0,0,0,0
1638-22-8,10,14,1,0,0,0,0,0,0,0
1638-26-2,7,14,0,0,0,0,0,0,0,0
163839-73-4,,,,,,,,,,
1639-09-4,7,16,0,0,1,0,0,0,0,0
16400-13-8,,,,,,,,,,
1640-89-7,7,14,0,0,0,0,0,0,0,0
16409-45-3,12,22,2,0,0,0,0,0,0,0
1641-41-4,9,10,1,0,0,0,0,0,0,0
1642-81-5,8,7,2,0,0,0,1,0,0,0
1643-13-8,,,,,,,,,,
1645-78-9,,,,,,,,,,
1647-16-1,10,18,0,0,0,0,0,0,0,0
16491-36-4,10,18,2,0,0,0,0,0,0,0
16493-35-9,,,,,,,,,,
16533-50-9,,,,,,,,,,
16587-47-6,9,8,0,0,1,0,0,0,0,0
16587-50-1,10,10,0,0,1,0,0,0,0,0
16587-52-3,13,10,0,0,1,0,0,0,0,0
16605-91-7,12,8,0,0,0,0,2,0,0,0
16606-02-3,12,7,0,0,0,0,3,0,0,0
1663-35-0,5,10,2,0,0,0,0,0,0,0
1668-19-5,19,21,1,1,0,0,0,0,0,0
1671-75-6,13,18,1,0,0,0,0,0,0,0
1671-82-5,,,,,,,,,,
1674-37-9,14,20,1,0,0,0,0,0,0,0
1674-38-0,18,28,1,0,0,0,0,0,0,0
16746-86-4,8,16,0,0,0,0,0,0,0,0
16747-25-4,9,20,0,0,0,0,0,0,0,0
16747-26-5,9,20,0,0,0,0,0,0,0,0
16747-28-7,9,20,0,0,0,0,0,0,0,0
16747-30-1,9,20,0,0,0,0,0,0,0,0
16747-31-2,9,20,0,0,0,0,0,0,0,0
16747-32-3,9,20,0,0,0,0,0,0,0,0
16747-33-4,9,20,0,0,0,0,0,0,0,0
16747-38-9,9,20,0,0,0,0,0,0,0,0
16747-50-5,8,16,0,0,0,0,0,0,0,0
1678-91-7,8,16,0,0,0,0,0,0,0,0
1678-92-8,9,18,0,0,0,0,0,0,0,0
1678-93-9,10,20,0,0,0,0,0,0,0,0
16789-46-1,9,20,0,0,0,0,0,0,0,0
1679-09-0,5,12,0,0,1,0,0,0,0,0
1679-47-6,5,8,2,0,0,0,0,0,0,0
1679-64-7,9,8,4,0,0,0,0,0,0,0
1687-61-2,9,12,1,0,0,0,0,0,0,0
1687-65-6,9,12,1,0,0,0,0,0,0,0
1689-84-5,7,3,1,1,0,0,0,2,0,0
16958-78-4,10,17,2,0,0,0,3,0,0,0
169590-42-5,17,14,2,3,1,3,0,0,0,0
16967-04-7,10,22,0,0,1,0,0,0,0,0
16982-00-6,15,22,0,0,0,0,0,0,0,0
16993-45-6,,,,,,,,,,
17012-22-5,10,11,3,1,0,0,0,0,0,0
1703-52-2,7,10,1,0,0,0,0,0,0,0
17042-16-9,7,14,1,0,0,0,0,0,0,0
17057-91-9,13,14,0,0,0,0,0,0,0,0
1705-85-7,19,14,0,0,0,0,0,0,0,0
17059-44-8,11,16,0,0,0,0,0,0,0,0
17059-45-9,11,16,0,0,0,0,0,0,0,0
1706-11-2,9,12,1,0,0,0,0,0,0,0
17066-67-0,15,24,0,0,0,0,0,0,0,0
1707-03-5,12,11,2,0,0,0,0,0,0,0
1708-81-2,7,14,1,0,0,0,0,0,0,0
1709-51-9,,,,,,,,,,
17120-15-9,,,,,,,,,,
17171-72-1,12,18,0,0,0,0,0,0,0,0
17171-73-2,,,,,,,,,,
17177-50-3,,,,,,,,,,
17180-94-8,,,,,,,,,,
17194-82-0,8,9,2,1,0,0,0,0,0,0
1721-89-7,11,11,0,1,0,0,0,0,0,0
1721-93-3,10,9,0,1,0,0,0,0,0,0
1722-12-9,4,3,0,2,0,0,1,0,0,0
172354-89-1,,,,,,,,,,
17239-22-4,,,,,,,,,,
17243-26-4,,,,,,,,,,
17260-71-8,6,6,2,1,1,0,1,0,0,0
17283-81-7,13,22,1,0,0,0,0,0,0,0
17301-94-9,10,22,0,0,0,0,0,0,0,0
17302-01-1,10,22,0,0,0,0,0,0,0,0
1730-37-6,14,12,0,0,0,0,0,0,0,0
1731-79-9,14,26,4,0,0,0,0,0,0,0
1731-81-3,13,26,2,0,0,0,0,0,0,0
1731-84-6,10,20,2,0,0,0,0,0,0,0
1731-86-8,12,24,2,0,0,0,0,0,0,0
1731-88-0,14,28,2,0,0,0,0,0,0,0
1731-92-6,18,36,2,0,0,0,0,0,0,0
1731-94-8,20,40,2,0,0,0,0,0,0,0
1732-08-7,9,16,4,0,0,0,0,0,0,0
1732-09-8,10,18,4,0,0,0,0,0,0,0
1732-10-1,11,20,4,0,0,0,0,0,0,0
17321-62-9,,,,,,,,,,
17337-12-1,6,11,0,0,0,3,0,0,0,0
17348-59-3,7,16,1,0,0,0,0,0,0,0
17352-32-8,19,38,1,0,0,0,0,0,0,0
17373-93-2,10,12,2,0,0,0,0,0,0,0
1738-25-6,5,10,0,2,0,0,0,0,0,0
17411-19-7,,,,,,,,,,
1741-83-9,6,14,0,0,1,0,0,0,0,0
1741-84-0,7,16,0,0,1,0,0,0,0,0
1741-85-1,8,18,0,0,1,0,0,0,0,0
17422-33-2,8,6,0,1,0,0,1,0,0,0
17455-13-9,12,24,6,0,0,0,0,0,0,0
17455-23-1,,,,,,,,,,
1745-81-9,9,10,1,0,0,0,0,0,0,0
1746-01-6,12,4,2,0,0,0,4,0,0,0
1746-23-2,12,16,0,0,0,0,0,0,0,0
1746-81-2,9,11,2,2,0,0,1,0,0,0
17514-96-4,10,10,0,0,1,0,0,0,0,0
17560-51-9,16,16,3,3,1,0,1,0,0,0
1758-85-6,11,16,0,0,0,0,0,0,0,0
1758-88-9,10,14,0,0,0,0,0,0,0,0
1759-53-1,4,6,2,0,0,0,0,0,0,0
1759-58-6,7,14,0,0,0,0,0,0,0,0
1761-61-1,7,5,2,0,0,0,0,1,0,0
17618-77-8,7,14,0,0,0,0,0,0,0,0
17627-41-7,11,20,2,0,0,0,0,0,0,0
17627-76-8,10,10,2,0,0,0,0,0,0,0
1762-84-1,,,,,,,,,,
17679-93-5,7,10,0,0,0,0,0,0,0,0
17699-14-8,15,24,0,0,0,0,0,0,0,0
17700-09-3,6,2,2,1,0,0,3,0,0,0
1772-10-7,11,16,0,0,0,0,0,0,0,0
1772-76-5,,,,,,,,,,
17784-12-2,,,,,,,,,,
17794-44-4,5,11,1,1,0,0,0,0,0,0
1779-48-2,6,7,2,0,0,0,0,0,0,0
17849-38-6,7,7,1,0,0,0,1,0,0,0
17902-23-7,,,,,,,,,,
1792-81-0,6,12,2,0,0,0,0,0,0,0
17945-79-8,,,,,,,,,,
179474-81-8,,,,,,,,,,
1798-09-0,9,10,3,0,0,0,0,0,0,0
1798-11-4,,,,,,,,,,
180265-96-7,,,,,,,,,,
18046-21-4,17,14,2,1,1,0,1,0,0,0
1804-93-9,,,,,,,,,,
1806-26-4,14,22,1,0,0,0,0,0,0,0
18113-18-3,,,,,,,,,,
18113-81-0,8,11,0,1,0,0,0,0,0,0
1812-51-7,14,14,0,0,0,0,0,0,0,0
18144-43-9,10,13,2,1,0,0,0,0,0,0
18144-47-3,,,,,,,,,,
181695-72-7,16,14,3,2,1,0,0,0,0,0
18199-28-5,,,,,,,,,,
1821-12-1,10,12,2,0,0,0,0,0,0,0
1821-39-2,9,13,0,1,0,0,0,0,0,0
1825-21-4,7,3,1,0,0,0,5,0,0,0
18252-44-3,15,24,0,0,0,0,0,0,0,0
18252-46-5,15,24,0,0,0,0,0,0,0,0
18259-05-7,12,5,0,0,0,0,5,0,0,0
18281-04-4,21,42,2,0,0,0,0,0,0,0
18281-05-5,22,44,2,0,0,0,0,0,0,0
18362-97-5,8,16,2,0,0,0,0,0,0,0
18368-95-1,10,14,0,0,0,0,0,0,0,0
18409-17-1,8,16,1,0,0,0,0,0,0,0
18409-18-2,10,20,1,0,0,0,0,0,0,0
18430-91-6,,,,,,,,,,
18438-38-5,6,7,0,1,1,0,0,0,0,0
18441-60-6,9,13,0,1,0,0,0,0,0,0
18453-07-1,,,,,,,,,,
18499-92-8,,,,,,,,,,
18559-94-9,,,,,,,,,,
1861-40-1,13,16,4,3,0,3,0,0,0,0
18640-74-9,7,11,0,1,1,0,0,0,0,0
18664-71-6,,,,,,,,,,
18667-23-7,,,,,,,,,,
1868-53-7,1,1,0,0,0,1,0,2,0,0
18694-40-1,,,,,,,,,,
18707-60-3,5,8,2,0,0,0,0,0,0,0
18708-70-8,6,2,2,1,0,0,3,0,0,0
1877-71-0,9,8,4,0,0,0,0,0,0,0
1877-75-4,9,10,4,0,0,0,0,0,0,0
1878-49-5,9,10,3,0,0,0,0,0,0,0
1878-65-5,8,7,2,0,0,0,1,0,0,0
18787-63-8,16,32,1,0,0,0,0,0,0,0
1878-83-7,,,,,,,,,,
1878-84-8,,,,,,,,,,
1878-87-1,,,,,,,,,,
1878-88-2,,,,,,,,,,
18794-84-8,15,24,0,0,0,0,0,0,0,0
18829-55-5,7,12,1,0,0,0,0,0,0,0
18829-56-6,9,16,1,0,0,0,0,0,0,0
1883-32-5,14,14,1,0,0,0,0,0,0,0
1885-29-6,7,6,0,2,0,0,0,0,0,0
1885-38-7,9,7,0,1,0,0,0,0,0,0
18854-56-3,8,18,2,0,0,0,0,0,0,0
18883-66-4,,,,,,,,,,
188854-47-9,,,,,,,,,,
1888-71-7,3,0,0,0,0,0,6,0,0,0
1891-10-7,,,,,,,,,,
18912-81-7,9,20,3,0,0,0,0,0,0,0
1892-12-2,,,,,,,,,,
18970-44-0,11,16,0,0,0,0,0,0,0,0
1897-45-6,8,0,0,2,0,0,4,0,0,0
18979-50-5,9,12,2,0,0,0,0,0,0,0
18979-53-8,11,16,2,0,0,0,0,0,0,0
18979-55-0,,,,,,,,,,
18979-72-1,10,14,2,0,0,0,0,0,0,0
18979-73-2,,,,,,,,,,
18979-76-5,,,,,,,,,,
1899-94-1,,,,,,,,,,
19089-47-5,5,12,2,0,0,0,0,0,0,0
191-07-1,24,12,0,0,0,0,0,0,0,0
1912-24-9,8,14,0,5,0,0,1,0,0,0
191-24-2,22,12,0,0,0,0,0,0,0,0
191-26-4,22,12,0,0,0,0,0,0,0,0
1918-16-7,11,14,1,1,0,0,1,0,0,0
192053-49-9,15,24,0,0,0,0,0,0,0,0
19218-94-1,14,29,0,0,0,0,0,0,1,0
19243-04-0,,,,,,,,,,
1929-29-9,10,12,3,0,0,0,0,0,0,0
192-97-2,20,12,0,0,0,0,0,0,0,0
193-39-5,22,12,0,0,0,0,0,0,0,0
19345-99-4,,,,,,,,,,
19393-92-1,6,3,0,0,0,0,2,1,0,0
19398-61-9,7,6,0,0,0,0,2,0,0,0
19406-51-0,7,7,4,3,0,0,0,0,0,0
19407-28-4,20,30,0,0,0,0,0,0,0,0
1942-45-6,8,14,0,0,0,0,0,0,0,0
19427-36-2,21,28,4,0,0,0,0,0,0,0
1943-79-9,,,,,,,,,,
19438-10-9,8,8,3,0,0,0,0,0,0,0
19486-60-3,15,16,0,0,0,0,0,0,0,0
195-19-7,18,12,0,0,0,0,0,0,0,0
1953-54-4,8,7,1,1,0,0,0,0,0,0
1964-45-0,10,10,0,0,1,0,0,0,0,0
19686-73-8,3,7,1,0,0,0,0,1,0,0
19700-21-1,12,22,1,0,0,0,0,0,0,0
19715-80-1,,,,,,,,,,
1975-50-4,8,7,4,1,0,0,0,0,0,0
1975-78-6,10,19,0,1,0,0,0,0,0,0
19780-25-7,6,10,1,0,0,0,0,0,0,0
19780-44-0,8,18,1,0,0,0,0,0,0,0
19788-49-9,5,10,2,0,1,0,0,0,0,0
1982-49-6,14,20,1,2,0,0,0,0,0,0
198404-98-7,,,,,,,,,,
1984-58-3,7,6,1,0,0,0,2,0,0,0
1984-59-4,7,6,1,0,0,0,2,0,0,0
1984-65-2,7,6,1,0,0,0,2,0,0,0
19847-12-2,5,3,0,3,0,0,0,0,0,0
198-55-0,20,12,0,0,0,0,0,0,0,0
19872-68-5,,,,,,,,,,
1987-50-4,13,20,1,0,0,0,0,0,0,0
198968-25-1,,,,,,,,,,
19937-59-8,10,13,2,2,0,0,1,0,0,0
19958-62-4,,,,,,,,,,
20024-90-2,11,16,0,0,0,0,0,0,0,0
20024-91-3,11,16,0,0,0,0,0,0,0,0
20085-19-2,15,24,0,0,0,0,0,0,0,0
20098-48-0,6,2,2,1,0,0,3,0,0,0
2012-29-5,,,,,,,,,,
20125-84-2,8,16,1,0,0,0,0,0,0,0
20125-85-3,8,16,1,0,0,0,0,0,0,0
2016-42-4,14,31,0,1,0,0,0,0,0,0
2016-57-1,10,23,0,1,0,0,0,0,0,0
20185-55-1,11,14,2,0,0,0,0,0,0,0
20193-20-8,5,13,0,1,0,0,0,0,0,0
20237-34-7,6,10,0,0,0,0,0,0,0,0
2027-19-2,13,14,0,0,0,0,0,0,0,0
20278-89-1,10,22,0,0,0,0,0,0,0,0
20282-30-8,15,16,0,0,0,0,0,0,0,0
20294-31-9,,,,,,,,,,
20294-32-0,,,,,,,,,,
20294-40-0,,,,,,,,,,
20307-83-9,15,24,0,0,0,0,0,0,0,0
20307-84-0,15,24,0,0,0,0,0,0,0,0
203-12-3,18,10,0,0,0,0,0,0,0,0
2032-33-9,10,15,0,1,0,0,0,0,0,0
20333-39-5,3,8,0,0,2,0,0,0,0,0
2033-89-8,8,10,3,0,0,0,0,0,0,0
2036-41-1,5,6,0,2,0,0,0,0,0,0
2038-57-5,9,13,0,1,0,0,0,0,0,0
2039-82-9,8,7,0,0,0,0,0,1,0,0
2039-87-4,8,7,0,0,0,0,1,0,0,0
2040-96-2,8,16,0,0,0,0,0,0,0,0
2043-61-0,7,12,1,0,0,0,0,0,0,0
20448-86-6,21,31,2,1,0,0,0,0,0,0
20479-06-5,15,24,0,0,0,0,0,0,0,0
2049-94-7,11,16,0,0,0,0,0,0,0,0
2049-95-8,11,16,0,0,0,0,0,0,0,0
2049-96-9,12,16,2,0,0,0,0,0,0,0
2050-08-0,12,16,3,0,0,0,0,0,0,0
2050-20-6,11,20,4,0,0,0,0,0,0,0
2050-23-9,12,22,4,0,0,0,0,0,0,0
2050-24-0,11,16,0,0,0,0,0,0,0,0
2050-45-5,,,,,,,,,,
2050-67-1,12,8,0,0,0,0,2,0,0,0
2050-68-2,12,8,0,0,0,0,2,0,0,0
2050-77-3,10,21,0,0,0,0,0,0,1,0
2050-92-2,10,23,0,1,0,0,0,0,0,0
2051-24-3,12,0,0,0,0,0,10,0,0,0
205-12-9,17,12,0,0,0,0,0,0,0,0
2051-30-1,10,22,0,0,0,0,0,0,0,0
2051-31-2,10,22,1,0,0,0,0,0,0,0
2051-60-7,12,9,0,0,0,0,1,0,0,0
2051-61-8,12,9,0,0,0,0,1,0,0,0
2051-62-9,12,9,0,0,0,0,1,0,0,0
2051-84-5,11,17,0,1,0,0,0,0,0,0
2052-14-4,11,14,3,0,0,0,0,0,0,0
205-43-6,16,10,0,0,1,0,0,0,0,0
20579-43-5,8,11,0,1,0,0,0,0,0,0
205-82-3,20,12,0,0,0,0,0,0,0,0
2058-74-4,9,7,2,1,0,0,0,0,0,0
20594-83-6,,,,,,,,,,
205-99-2,20,12,0,0,0,0,0,0,0,0
206-44-0,16,10,0,0,0,0,0,0,0,0
20651-71-2,11,14,2,0,0,0,0,0,0,0
2065-23-8,9,10,3,0,0,0,0,0,0,0
20662-84-4,6,9,1,1,0,0,0,0,0,0
20690-61-3,,,,,,,,,,
207-08-9,20,12,0,0,0,0,0,0,0,0
20739-58-6,8,14,1,0,0,0,0,0,0,0
207511-18-0,,,,,,,,,,
207792-35-6,,,,,,,,,,
20782-57-4,,,,,,,,,,
2078-54-8,12,18,1,0,0,0,0,0,0,0
20809-46-5,9,18,1,0,0,0,0,0,0,0
20815-29-6,8,11,0,1,0,0,0,0,0,0
20820-82-0,9,13,0,1,0,0,0,0,0,0
2088-24-6,9,10,4,0,0,0,0,0,0,0
208-96-8,12,8,0,0,0,0,0,0,0,0
20928-02-3,13,10,0,0,1,0,0,0,0,0
2095-20-7,,,,,,,,,,
2095-24-1,,,,,,,,,,
2100-19-8,,,,,,,,,,
2113-58-8,12,9,2,1,0,0,0,0,0,0
2116-65-6,0,0,0,0,0,0,0,0,0,0
21256-18-8,,,,,,,,,,
2131-38-6,13,14,0,0,0,0,0,0,0,0
2131-41-1,13,14,0,0,0,0,0,0,0,0
2131-42-2,13,14,0,0,0,0,0,0,0,0
2131-43-3,14,16,0,0,0,0,0,0,0,0
21339-65-1,,,,,,,,,,
213-46-7,22,14,0,0,0,0,0,0,0,0
2136-99-4,12,2,0,0,0,0,8,0,0,0
2138-22-9,6,5,2,0,0,0,1,0,0,0
21391-99-1,15,20,0,0,0,0,0,0,0,0
214-17-5,22,14,0,0,0,0,0,0,0,0
2142-68-9,8,7,1,0,0,0,1,0,0,0
2146-38-5,7,12,0,0,0,0,0,0,0,0
2150-18-7,8,11,0,1,0,0,0,0,0,0
2152-34-3,9,8,2,2,0,0,0,0,0,0
2152-56-9,5,12,5,0,0,0,0,0,0,0
215-58-7,22,14,0,0,0,0,0,0,0,0
2156-96-9,13,24,2,0,0,0,0,0,0,0
2156-97-0,15,28,2,0,0,0,0,0,0,0
21573-31-9,,,,,,,,,,
2162-99-4,8,16,0,0,0,0,2,0,0,0
2163-00-0,6,12,0,0,0,0,2,0,0,0
2164-17-2,10,11,1,2,0,3,0,0,0,0
2165-19-7,,,,,,,,,,
2167-39-7,4,8,1,0,0,0,0,0,0,0
216983-03-8,,,,,,,,,,
21709-90-0,,,,,,,,,,
21725-46-2,9,13,0,6,0,0,1,0,0,0
21732-17-2,,,,,,,,,,
2173-56-0,10,20,2,0,0,0,0,0,0,0
217-59-4,18,12,0,0,0,0,0,0,0,0
2176-98-9,12,28,0,0,1,0,0,0,0,0
2177-47-1,10,10,0,0,0,0,0,0,0,0
2177-77-7,7,14,2,0,0,0,0,0,0,0
2179-57-9,6,10,0,0,2,0,0,0,0,0
2179-59-1,6,12,0,0,2,0,0,0,0,0
2179-60-4,4,10,0,0,2,0,0,0,0,0
218-01-9,18,12,0,0,0,0,0,0,0,0
2180-92-9,,,,,,,,,,
21829-25-4,17,18,6,2,0,0,0,0,0,0
21839-33-8,,,,,,,,,,
2189-60-8,14,22,0,0,0,0,0,0,0,0
219-25-0,16,10,0,0,1,0,0,0,0,0
21948-70-9,5,6,0,2,1,0,0,0,0,0
2196-14-7,,,,,,,,,,
2198-53-0,10,13,1,1,0,0,0,0,0,0
2198-61-0,11,22,2,0,0,0,0,0,0,0
21987-21-3,14,30,1,0,0,0,0,0,0,0
22047-25-2,6,6,1,2,0,0,0,0,0,0
22071-15-4,16,14,3,0,0,0,0,0,0,0
2210-28-8,7,12,2,0,0,0,0,0,0,0
22104-79-6,9,18,1,0,0,0,0,0,0,0
2211-68-9,4,7,0,0,0,0,1,0,0,0
2211-69-0,4,7,0,0,0,0,1,0,0,0
2212-67-1,9,17,1,1,1,0,0,0,0,0
22131-79-9,11,11,3,0,0,0,1,0,0,0
2213-23-2,9,20,0,0,0,0,0,0,0,0
2213-32-3,7,14,0,0,0,0,0,0,0,0
2215-77-2,13,10,3,0,0,0,0,0,0,0
2216-30-0,9,20,0,0,0,0,0,0,0,0
2216-32-2,9,20,0,0,0,0,0,0,0,0
2216-33-3,9,20,0,0,0,0,0,0,0,0
2216-34-4,9,20,0,0,0,0,0,0,0,0
2216-45-7,10,12,2,0,0,0,0,0,0,0
2216-69-5,11,10,1,0,0,0,0,0,0,0
2216-87-7,11,22,1,0,0,0,0,0,0,0
22184-23-2,,,,,,,,,,
2219-73-0,9,12,1,0,0,0,0,0,0,0
2219-82-1,11,16,1,0,0,0,0,0,0,0
22204-53-1,14,14,3,0,0,0,0,0,0,0
22251-34-9,,,,,,,,,,
22272-48-6,13,12,1,0,0,0,0,0,0,0
22287-02-1,10,20,1,0,0,0,0,0,0,0
22311-25-7,6,2,0,0,0,0,0,4,0,0
22316-47-8,16,13,2,2,0,0,1,0,0,0
2233-29-6,8,11,0,1,0,0,0,0,0,0
2234-75-5,9,18,0,0,0,0,0,0,0,0
2237-30-1,7,6,0,2,0,0,0,0,0,0
2239-78-3,19,38,2,0,0,0,0,0,0,0
2243-27-8,9,17,0,1,0,0,0,0,0,0
2243-42-7,13,10,3,0,0,0,0,0,0,0
2243-89-2,12,13,0,1,0,0,0,0,0,0
2243-90-5,12,13,0,1,0,0,0,0,0,0
224-41-9,22,14,0,0,0,0,0,0,0,0
2245-38-7,13,14,0,0,0,0,0,0,0,0
22469-52-9,15,24,0,0,0,0,0,0,0,0
22494-42-4,13,8,3,0,0,2,0,0,0,0
225-11-6,17,11,0,1,0,0,0,0,0,0
225-51-4,17,11,0,1,0,0,0,0,0,0
22567-17-5,15,24,0,0,0,0,0,0,0,0
22616-35-9,,,,,,,,,,
22664-55-7,,,,,,,,,,
2270-20-4,11,14,2,0,0,0,0,0,0,0
2282-84-0,11,14,2,0,0,0,0,0,0,0
22916-47-8,18,14,1,2,0,0,4,0,0,0
22936-75-0,11,21,0,5,1,0,0,0,0,0
22975-62-8,12,18,0,0,0,0,0,0,0,0
2298-36-4,,,,,,,,,,
229-87-8,13,9,0,1,0,0,0,0,0,0
230-27-3,13,9,0,1,0,0,0,0,0,0
23031-25-6,,,,,,,,,,
2303-16-4,10,17,1,1,1,0,2,0,0,0
